"","FPKM.brain.tablemaker"
"1997",0
"1998",0
"1999",0
"2000",22.1005
"2001",3.24767
"2002",0
"2003",0
"2004",13.3447
"2005",0
"2006",0
"2007",1.92863
"2008",0
"2009",0
"2010",0
"2011",0
"2012",42.1994
"2013",0
"2014",2.45968
"2015",0
"2016",0
"2017",0
"2018",9.69967
"2019",10.642
"2020",7.95322
"2021",4.03315e-06
"2022",0
"2023",0
"2024",0
"2025",0
"2026",1.83281
"2027",48.4019
"2028",0
"2029",0
"2030",8.57825
"2031",1.29873e-05
"2032",0
"2033",3.52964
"2034",2.08836
"2035",1.36592
"2036",0
"2037",0
"2038",15.8004
"2039",0
"2040",0
"2041",0
"2042",5.41502
"2043",2.28608
"2044",2.62326
"2045",34.4571
"2046",7.73991
"2047",21.941
"2048",9.14316
"2049",0
"2050",0
"2051",5.31653
"2052",1.8628
"2053",2.33704
"2054",2.32935
"2055",11.609
"2056",3.34586
"2057",0
"2058",0
"2059",5.55082
"2060",0
"2061",0
"2062",0
"2063",6.6408
"2064",6.37769
"2065",0
"2066",27.8972
"2067",12.8126
"2068",10.9491
"2069",0
"2070",1.88305
"2071",0
"2072",117.242
"2073",0
"2074",6.78285
"2075",2.42653
"2076",0
"2077",0
"2078",0
"2079",1.7615
"2080",0
"2081",2.58558
"2082",1.88483
"2083",0
"2084",55.6363
"2085",2.84628
"2086",1.16162
"2087",1.0901
"2088",28.0891
"2089",5.45207
"2090",0
"2091",0
"2092",0
"2093",2.22232
"2094",0.00542933
"2095",1.11886
"2096",0.123445
"2097",0
"2098",0
"2099",42.0803
"2100",0.446718
"2101",5.50657
"2102",3.39973
"2103",8.9237
"2104",0
"2105",1.02954
"2106",0
"2107",1.1192
"2108",1.39853
"2109",4.91102
"2110",3.23809
"2111",51.3118
"2112",9.67154
"2113",1.50356
"2114",4.24797
"2115",0
"2116",0
"2117",0
"2118",0
"2119",0
"2120",4.20889
"2121",0
"2122",0
"2123",27.077
"2124",4.581
"2125",0.894339
"2126",0
"2127",5.09638
"2128",9.20655
"2129",0
"2130",0
"2131",0
"2132",0
"2133",0
"2134",0
"2135",0
"2136",0
"2137",2.30994
"2138",2.64766
"2139",0
"2140",0
"2141",0
"2142",4.17926
"2143",73.1366
"2144",12.3014
"2145",5.4285
"2146",0
"2147",4.62863
"2148",0
"2149",2.57577
"2150",0
"2151",0
"2152",0
"2153",1.26891
"2154",0
"2155",4.69961
"2156",0
"2157",0
"2158",4.54416
"2159",0
"2160",0
"2161",0
"2162",0
"2163",0
"2164",18.7259
"2165",0
"2166",0
"2167",3.37955
"2168",24.201
"2169",0
"2170",0
"2171",0
"2172",0
"2173",0
"2174",0
"2175",1.51904
"2176",0
"2177",0
"2178",0
"2179",3.04186
"2180",0
"2181",0
"2182",13.3527
"2183",0
"2184",0
"2185",30.5608
"2186",3.73479
"2187",1.5989
"2188",0.00560007
"2189",2.40607
"2190",0
"2191",0
"2192",12.2799
"2193",1.78228
"2194",0
"2195",0
"2196",0
"2197",0
"2198",17.5207
"2199",0.452662
"2200",9.36787e-54
"2201",1.35803e-53
"2202",26.2674
"2203",23.3074
"2204",8.84204
"2205",0
"2206",0
"2207",0
"2208",0
"2209",25.9128
"2210",0
"2211",0
"2212",1.4681
"2213",3.92954
"2214",14.205
"2215",5.27171
"2216",42.2541
"2217",0
"2218",0
"2219",0
"2220",87.4066
"2221",1.91852e-06
"2222",3.68982
"2223",0
"2224",12.0206
"2225",0
"2226",0
"2227",0
"2228",0
"2229",0
"2230",0
"2231",5.21019
"2232",0.000224531
"2233",4.20348
"2234",1.0422
"2235",2.66782
"2236",1.27012
"2237",9.37015
"2238",2.43841
"2239",0
"2240",0
"2241",0
"2242",2.82182
"2243",2.92785
"2244",0
"2245",9.41623e-07
"2246",10.0969
"2247",1.61576
"2248",6.85876
"2249",103.668
"2250",43.3456
"2251",0
"2252",9.75172
"2253",0
"2254",23.3015
"2255",0
"2256",0
"2257",0
"2258",1.84298
"2259",0
"2260",0
"2261",4.11843
"2262",0
"2263",5.28215
"2264",1.68477
"2265",0
"2266",2.14341
"2267",0
"2268",0
"2269",0
"2270",0
"2271",0
"2272",0
"2273",4.26902
"2274",0
"2275",1.84074
"2276",0
"2277",0
"2278",5.82148
"2279",0
"2280",0
"2281",0
"2282",0
"2283",0
"2284",1.34927
"2285",9.69661
"2286",0
"2287",1.69769
"2288",1.47408
"2289",0
"2290",3.44718
"2291",0
"2292",0
"2293",2.55922
"2294",64.9346
"2295",0
"2296",2.11834
"2297",0
"2298",3.94561
"2299",0
"2300",0
"2301",6.01147
"2302",40.8892
"2303",0
"2304",0
"2305",0
"2306",0
"2307",0
"2308",4.07475
"2309",7.94632
"2310",4.43786
"2311",0
"2312",3.18375
"2313",0
"2314",3.07473
"2315",4.92015
"2316",4.05815
"2317",0
"2318",0
"2319",0
"2320",2.13423
"2321",0
"2322",0
"2323",0
"2324",0
"2325",1.15656
"2326",0
"2327",0
"2328",2.4765
"2329",1.37678
"2330",0
"2331",0
"2332",2.59422
"2333",0
"2334",0
"2335",0
"2336",27.6013
"2337",0
"2338",0
"2339",37.2889
"2340",0
"2341",0
"2342",0
"2343",12.4993
"2344",0
"2345",1.2424
"2346",1.2498
"2347",6.86982
"2348",0
"2349",0
"2350",0
"2351",0
"2352",2.49882
"2353",3.62394
"2354",6.17117
"2355",0.000100561
"2356",0
"2357",0
"2358",0
"2359",0
"2360",16.6263
"2361",2.95609
"2362",22.2613
"2363",0
"2364",2.14226
"2365",0
"2366",0
"2367",0
"2368",6.727
"2369",0
"2370",0
"2371",0
"2372",1.21032
"2373",0
"2374",15.9403
"2375",1.80473e-05
"2376",0
"2377",0
"2378",0
"2379",0
"2380",7.80808
"2381",6.75984
"2382",0
"2383",5.94864
"2384",0
"2385",0
"2386",0
"2387",0
"2388",25.9161
"2389",0.000111882
"2390",5.50381
"2391",0
"2392",0
"2393",8.48238
"2394",0
"2395",0
"2396",0
"2397",44.854
"2398",0
"2399",0
"2400",1.53977
"2401",10.0945
"2402",0
"2403",0
"2404",0
"2405",0
"2406",3.37705
"2407",0
"2408",1.59124
"2409",0
"2410",1.41996
"2411",0
"2412",5.32811
"2413",23.9438
"2414",0
"2415",10.0009
"2416",0
"2417",4.7728
"2418",4.15984
"2419",0
"2420",1.91197
"2421",2.83413
"2422",8.22521
"2423",1.76696
"2424",1.36968
"2425",19.208
"2426",0
"2427",119.824
"2428",0
"2429",0
"2430",42.2724
"2431",0.141419
"2432",24.0625
"2433",15.6932
"2434",0
"2435",0
"2436",4.69853
"2437",11.1171
"2438",0
"2439",0
"2440",4.80735
"2441",5.32673
"2442",0
"2443",4.68885
"2444",0
"2445",0
"2446",5.23617
"2447",0
"2448",0
"2449",1.52485
"2450",5.00144
"2451",2.11721
"2452",0
"2453",3.67915
"2454",0
"2455",0
"2456",8.63947
"2457",2.43711
"2458",0
"2459",1.51846
"2460",2.6239
"2461",0
"2462",38.5778
"2463",10.6281
"2464",3.48018e-06
"2465",5.42978
"2466",0
"2467",0
"2468",0
"2469",0
"2470",0
"2471",0
"2472",1.50243
"2473",1.61314
"2474",0
"2475",1.53959
"2476",0
"2477",1.96963
"2478",4.99648
"2479",6.83421
"2480",2.56087
"2481",0
"2482",8.86584
"2483",3.0326
"2484",1.86454
"2485",0
"2486",3.99238
"2487",0
"2488",0
"2489",0
"2490",0
"2491",0
"2492",2.05642
"2493",1.30979
"2494",2.24233
"2495",0
"2496",0
"2497",0
"2498",0
"2499",0
"2500",0
"2501",0
"2502",0.49116
"2503",2.94165
"2504",2.67659
"2505",0
"2506",0
"2507",0
"2508",0
"2509",110.74
"2510",0
"2511",3.54651
"2512",0
"2513",0
"2514",0
"2515",0
"2516",0
"2517",0
"2518",1.92525
"2519",1.5724
"2520",0
"2521",37.4201
"2522",0.000208783
"2523",0
"2524",0
"2525",0
"2526",0
"2527",7.80403
"2528",3.07949e-06
"2529",1.56818
"2530",1.654
"2531",0
"2532",176.593
"2533",0
"2534",0
"2535",0
"2536",0
"2537",0
"2538",0
"2539",0
"2540",0
"2541",0
"2542",0
"2543",0
"2544",0
"2545",117.367
"2546",0
"2547",1.35801
"2548",3.00062
"2549",0
"2550",0
"2551",1.19471
"2552",0
"2553",0
"2554",8.47403
"2555",14.3963
"2556",5.5048
"2557",0
"2558",35.9603
"2559",0
"2560",2.79046
"2561",0
"2562",1.5127
"2563",0
"2564",2.25758
"2565",0
"2566",0
"2567",0
"2568",1.61469
"2569",1.7771
"2570",1.80279
"2571",0
"2572",3.59007
"2573",0
"2574",0
"2575",1.52136
"2576",0
"2577",0
"2578",0
"2579",7.56358
"2580",2.22108
"2581",0
"2582",7.76814
"2583",0
"2584",2.65826
"2585",0
"2586",1.0659
"2587",3.96525
"2588",0
"2589",0
"2590",11.359
"2591",8.95925
"2592",0
"2593",77.6033
"2594",2.87711
"2595",0
"2596",0
"2597",3.28516
"2598",3.43577
"2599",2.43767
"2600",0
"2601",3.41761
"2602",0
"2603",3.12538
"2604",7.88631
"2605",25.2659
"2606",6.11993e-05
"2607",3.46931
"2608",9.42777
"2609",6.92777e-05
"2610",6.92777e-05
"2611",3.47727
"2612",0
"2613",0
"2614",0
"2615",1.82096
"2616",1.45158e-05
"2617",6.81861
"2618",2.084e-06
"2619",19.0683
"2620",0
"2621",0
"2622",0
"2623",0
"2624",90.4989
"2625",0
"2626",0
"2627",0
"2628",0.341231
"2629",5.16746
"2630",2.72183
"2631",0
"2632",0
"2633",13.5803
"2634",42.4031
"2635",7.5611
"2636",2.98489
"2637",4.1147
"2638",5.67738
"2639",0
"2640",0
"2641",0
"2642",4.43228
"2643",1.69121
"2644",9.41882
"2645",2.13008e-30
"2646",1.20982e-155
"2647",0.538255
"2648",13.316
"2649",0
"2650",0
"2651",0
"2652",0
"2653",0
"2654",0
"2655",0
"2656",0
"2657",0
"2658",0
"2659",0
"2660",43.1409
"2661",0
"2662",0
"2663",3.2007
"2664",2.3789
"2665",0
"2666",0
"2667",0
"2668",1.0679
"2669",0
"2670",0
"2671",0
"2672",2.47343
"2673",0
"2674",0
"2675",0
"2676",1.06818
"2677",3.29603
"2678",0
"2679",0
"2680",0
"2681",21.7268
"2682",0
"2683",0
"2684",0
"2685",0
"2686",0
"2687",0
"2688",10.3651
"2689",0
"2690",0.752568
"2691",0.771176
"2692",2.66004
"2693",0
"2694",0
"2695",6.44713
"2696",28.1687
"2697",2.34552
"2698",0
"2699",0
"2700",0
"2701",0
"2702",1.48617
"2703",0
"2704",0
"2705",0
"2706",5.36033
"2707",0
"2708",0
"2709",2.15617
"2710",0
"2711",19.9516
"2712",24.959
"2713",47.5571
"2714",6.82969
"2715",8.34582
"2716",0
"2717",0
"2718",0
"2719",0
"2720",0
"2721",4.05402
"2722",0
"2723",0
"2724",9.63848
"2725",0
"2726",0
"2727",0
"2728",3.88786
"2729",0
"2730",0
"2731",2.78435
"2732",120.741
"2733",2.12032e-05
"2734",24.9749
"2735",1.13611
"2736",7.87428
"2737",9.07375
"2738",0
"2739",0.429193
"2740",7.17434
"2741",2.06419e-64
"2742",1.26008
"2743",5.89906
"2744",0
"2745",40.3713
"2746",0
"2747",7.44424
"2748",0
"2749",0
"2750",0
"2751",7.68755
"2752",2.70336
"2753",0
"2754",0
"2755",0
"2756",0
"2757",0
"2758",386.83
"2759",0
"2760",9.65266
"2761",3.15976
"2762",29.9784
"2763",0.965656
"2764",1.11357
"2765",0
"2766",0
"2767",0
"2768",0
"2769",2.63715
"2770",7.49236
"2771",3.24072
"2772",3.43379
"2773",0
"2774",5.69763
"2775",0
"2776",0
"2777",18.3025
"2778",3.29389e-05
"2779",3.34421e-05
"2780",0
"2781",0
"2782",0
"2783",0
"2784",0
"2785",0
"2786",10.1409
"2787",1.23393
"2788",0
"2789",0
"2790",0
"2791",0
"2792",2.89627
"2793",0
"2794",3.62229
"2795",1.58428
"2796",0
"2797",0
"2798",0
"2799",0
"2800",9.65606
"2801",0
"2802",0
"2803",8.76114
"2804",0
"2805",0
"2806",7.09435
"2807",0
"2808",0
"2809",0
"2810",0
"2811",0
"2812",2.4848
"2813",0
"2814",2.17738
"2815",0
"2816",0
"2817",0
"2818",0
"2819",62.1702
"2820",0
"2821",7.89326
"2822",0
"2823",0
"2824",16.9162
"2825",3.72083
"2826",0
"2827",0
"2828",0
"2829",1.29785
"2830",0
"2831",0
"2832",0
"2833",0
"2834",1.25809
"2835",0
"2836",20.5001
"2837",6.80022
"2838",0
"2839",0
"2840",0
"2841",10.8043
"2842",0
"2843",141.87
"2844",0
"2845",11.7613
"2846",3.7139
"2847",0
"2848",8.02038
"2849",0
"2850",0
"2851",5.4972
"2852",0
"2853",1.5989
"2854",3.28109
"2855",47.0043
"2856",55.617
"2857",2.2493
"2858",2.2646
"2859",2.98936
"2860",0
"2861",0
"2862",0
"2863",0
"2864",0
"2865",0
"2866",0
"2867",0
"2868",5.65566
"2869",4.55365
"2870",0
"2871",0
"2872",0
"2873",5.44503
"2874",0
"2875",2.14341
"2876",0
"2877",1.32592
"2878",12.9576
"2879",1.19256
"2880",0
"2881",0
"2882",0
"2883",5.60002
"2884",7.37964
"2885",0
"2886",0
"2887",0
"2888",0
"2889",5.20199
"2890",0
"2891",2.85853
"2892",0
"2893",5.73458
"2894",3.2992
"2895",1.81186
"2896",3.88029
"2897",6.36178
"2898",0
"2899",0
"2900",0
"2901",0
"2902",17.4131
"2903",9.8192
"2904",1.44102
"2905",1.63231
"2906",0
"2907",5.30722
"2908",0
"2909",0
"2910",0
"2911",0
"2912",5.41759
"2913",53.961
"2914",5.46981
"2915",4.68303
"2916",2.90861
"2917",0
"2918",6.797
"2919",0
"2920",0
"2921",5.93977
"2922",0
"2923",0
"2924",0
"2925",7.56288
"2926",2.41789
"2927",0
"2928",0
"2929",0
"2930",0
"2931",0
"2932",0
"2933",0
"2934",7.9305
"2935",1.9638
"2936",0
"2937",5.70887
"2938",0
"2939",0
"2940",1.67204
"2941",0
"2942",5.34665
"2943",8.7386
"2944",2.14226
"2945",5.31962
"2946",3.94316
"2947",1.38733
"2948",0
"2949",0
"2950",5.39526
"2951",0
"2952",1.89593
"2953",0
"2954",0
"2955",1.83619
"2956",342.279
"2957",0
"2958",2.49355
"2959",16.7795
"2960",0
"2961",5.60549
"2962",0
"2963",0
"2964",0
"2965",0
"2966",0
"2967",11.2149
"2968",0
"2969",10.1138
"2970",0
"2971",0
"2972",0
"2973",0
"2974",0
"2975",0
"2976",0
"2977",2.38603
"2978",5.68548
"2979",4.37932
"2980",0
"2981",14.4395
"2982",3.2007
"2983",2.12285
"2984",0
"2985",1.85846
"2986",8.78045
"2987",2.07747
"2988",0
"2989",0
"2990",5.79295
"2991",0
"2992",6.22327
"2993",3.12728e-06
"2994",0
"2995",0
"2996",0
"2997",0
"2998",1.65537
"2999",0
"3000",0
"3001",0
"3002",0
"3003",0
"3004",1.75374
"3005",0
"3006",6.04589
"3007",2.91927
"3008",3.74532
"3009",0
"3010",1.50016
"3011",0
"3012",0
"3013",0
"3014",0
"3015",0
"3016",1.79888
"3017",0
"3018",0
"3019",0
"3020",18.3998
"3021",0
"3022",7.20355
"3023",0
"3024",5.53006
"3025",0
"3026",117.019
"3027",12.4164
"3028",4.25478
"3029",4.63601
"3030",0
"3031",0
"3032",0
"3033",3.98508
"3034",3.24865
"3035",5.79626
"3036",5.08903
"3037",1.19114
"3038",3.08903
"3039",5.73041
"3040",0
"3041",0
"3042",0
"3043",0
"3044",0
"3045",0
"3046",0
"3047",3.22221
"3048",0
"3049",2.81212
"3050",0
"3051",0
"3052",0
"3053",3.92617
"3054",2.17604
"3055",0
"3056",0
"3057",0
"3058",1.52465
"3059",3.08861
"3060",0
"3061",0
"3062",1.46379
"3063",0
"3064",2.92785
"3065",7.23398
"3066",0
"3067",0
"3068",0
"3069",0
"3070",1.39804
"3071",12.9461
"3072",33.0982
"3073",14.2419
"3074",0
"3075",1.25374
"3076",5.45857
"3077",0
"3078",0
"3079",1.55037
"3080",0
"3081",0
"3082",0
"3083",0
"3084",14.2306
"3085",7.85182e-06
"3086",7.9966
"3087",2.39014
"3088",0
"3089",0
"3090",0
"3091",0
"3092",0
"3093",3.68982
"3094",0
"3095",0
"3096",0
"3097",0
"3098",2.29199
"3099",0
"3100",2.46177
"3101",0
"3102",0
"3103",0
"3104",0.846816
"3105",0
"3106",2.65472
"3107",0
"3108",0
"3109",16.7458
"3110",0
"3111",0
"3112",2.07531
"3113",2.03087
"3114",0
"3115",0
"3116",21.8976
"3117",76.2338
"3118",8.40981e-07
"3119",8.43354e-07
"3120",12.9379
"3121",15.5718
"3122",8.21335e-07
"3123",0
"3124",0
"3125",6.70862
"3126",0
"3127",0
"3128",1.11167
"3129",1.12674
"3130",0
"3131",0
"3132",3.05907
"3133",1.7615
"3134",0
"3135",0
"3136",0
"3137",0
"3138",0
"3139",2.74622
"3140",0
"3141",0
"3142",0
"3143",1.02136
"3144",0
"3145",0
"3146",0
"3147",13.2755
"3148",3.21361
"3149",25.2827
"3150",5.35677
"3151",5.6213
"3152",0
"3153",9.73163
"3154",0
"3155",0
"3156",1.30721
"3157",3.42938
"3158",7.27065
"3159",0
"3160",0
"3161",8.75753
"3162",0.000316687
"3163",4.41373e-16
"3164",3.13457e-14
"3165",3.37419
"3166",0
"3167",1.60083
"3168",0
"3169",0
"3170",0
"3171",0
"3172",0
"3173",0
"3174",2.11609
"3175",0
"3176",0
"3177",0
"3178",0
"3179",3.55429
"3180",0
"3181",0
"3182",2.6924
"3183",0
"3184",0
"3185",0
"3186",0
"3187",0
"3188",0
"3189",1.00843
"3190",2.51559
"3191",1.76023
"3192",0
"3193",0
"3194",1.29212e-05
"3195",25.4388
"3196",0.364522
"3197",1.9811
"3198",7.64023
"3199",1.117
"3200",7.91509
"3201",0
"3202",2.59591
"3203",10.5714
"3204",0
"3205",0
"3206",3.90626
"3207",0
"3208",0
"3209",0
"3210",0
"3211",0
"3212",29.7877
"3213",0
"3214",0
"3215",6.89591
"3216",0.778326
"3217",49.0736
"3218",2.26062
"3219",3.38804
"3220",9.6147
"3221",8.88865
"3222",0
"3223",0
"3224",0
"3225",14.4047
"3226",2.24613
"3227",0
"3228",0
"3229",10.6992
"3230",0
"3231",0
"3232",0
"3233",0
"3234",0
"3235",0
"3236",0
"3237",0
"3238",0
"3239",0
"3240",0
"3241",0
"3242",0
"3243",9.70689
"3244",0
"3245",0
"3246",3.96671
"3247",0
"3248",4.71557
"3249",0
"3250",5.78309
"3251",0
"3252",8.84616
"3253",3.03924
"3254",0
"3255",3.79838
"3256",3.99935e-05
"3257",0
"3258",0
"3259",0
"3260",0
"3261",1.2207
"3262",0
"3263",2.51559
"3264",0
"3265",0
"3266",0
"3267",0
"3268",0
"3269",40.9684
"3270",0
"3271",15.0902
"3272",0.0153344
"3273",0
"3274",0
"3275",0
"3276",0
"3277",2.71936
"3278",2.71493
"3279",2.6973
"3280",3.66605
"3281",0
"3282",0
"3283",0
"3284",0
"3285",0
"3286",0.598707
"3287",1.85654
"3288",0
"3289",2.45211
"3290",1.78518
"3291",2.45211
"3292",4.19873
"3293",0
"3294",0
"3295",0
"3296",0
"3297",3.96869
"3298",3.5234
"3299",0
"3300",0
"3301",0
"3302",17.1822
"3303",0
"3304",0
"3305",1.36219
"3306",0
"3307",0
"3308",0
"3309",0
"3310",0
"3311",4.327
"3312",24.3058
"3313",4.24856
"3314",0
"3315",0
"3316",0
"3317",0
"3318",0
"3319",0
"3320",0
"3321",0
"3322",0
"3323",0
"3324",0
"3325",0
"3326",0
"3327",3.06732
"3328",1.8161
"3329",0
"3330",0
"3331",0
"3332",0
"3333",0
"3334",2.07099
"3335",9.34681
"3336",0
"3337",5.32811
"3338",0
"3339",4.38414
"3340",0
"3341",0
"3342",209.891
"3343",7.52075
"3344",560.343
"3345",0
"3346",0
"3347",4.15928
"3348",2.16791
"3349",3.20166
"3350",0
"3351",0
"3352",0
"3353",0
"3354",0
"3355",5.92211
"3356",0
"3357",14.3967
"3358",0
"3359",0
"3360",0
"3361",0
"3362",0
"3363",0
"3364",0
"3365",0
"3366",1.04713
"3367",2.08658
"3368",6.49201
"3369",0
"3370",0
"3371",0
"3372",0
"3373",0
"3374",0.792862
"3375",0.812217
"3376",0.649664
"3377",0.652212
"3378",6.1725
"3379",0.000159338
"3380",13.8216
"3381",13.2035
"3382",0
"3383",0.963788
"3384",0
"3385",2.71626
"3386",0
"3387",2.4673
"3388",0
"3389",0
"3390",0
"3391",2.6061
"3392",0
"3393",0
"3394",0
"3395",0
"3396",3.3483
"3397",4.2531
"3398",3.30698
"3399",0
"3400",0
"3401",10.7539
"3402",0.000525276
"3403",32.0911
"3404",0
"3405",0
"3406",0
"3407",0
"3408",0
"3409",0
"3410",0
"3411",5.11926
"3412",2.5348
"3413",0
"3414",0
"3415",1.51904
"3416",3.12242
"3417",4.1461
"3418",0
"3419",0
"3420",3.25829
"3421",0
"3422",3.52182
"3423",1.67838
"3424",0.992355
"3425",0
"3426",0
"3427",3.97264
"3428",0
"3429",1.75761
"3430",0
"3431",0
"3432",0
"3433",2.99611
"3434",0
"3435",0
"3436",5.94305
"3437",0
"3438",7.21032
"3439",6.02208
"3440",0.000235219
"3441",1.76765
"3442",0
"3443",0
"3444",0
"3445",6.25567
"3446",2.15151
"3447",0
"3448",0
"3449",0
"3450",0
"3451",0
"3452",0
"3453",2.30193
"3454",0
"3455",1.51846
"3456",3.45876
"3457",2.46883
"3458",4.55908
"3459",2.74055
"3460",3.61614
"3461",0
"3462",0
"3463",0
"3464",1.91749
"3465",0
"3466",30.2142
"3467",60.3983
"3468",0
"3469",0
"3470",0
"3471",0.942587
"3472",0.962577
"3473",0
"3474",19.8834
"3475",137.57
"3476",0
"3477",0
"3478",0
"3479",0
"3480",0
"3481",0
"3482",11.1679
"3483",0
"3484",0
"3485",1.86454
"3486",3.01395
"3487",1.47081
"3488",0
"3489",1.81558
"3490",0
"3491",9.42206
"3492",0
"3493",5.32926
"3494",0
"3495",1.67204
"3496",0
"3497",31.3162
"3498",0
"3499",3.5359
"3500",3.24767
"3501",0
"3502",44.4906
"3503",2.94082
"3504",2.37801
"3505",3.18121
"3506",0
"3507",0.979425
"3508",9.41425
"3509",0
"3510",0
"3511",0
"3512",0
"3513",4.66112
"3514",0
"3515",0
"3516",4.69407
"3517",4.36729
"3518",0
"3519",0
"3520",4.04936
"3521",0
"3522",0
"3523",0
"3524",0
"3525",17.1405
"3526",0
"3527",3.93926
"3528",2.61809
"3529",1.52303
"3530",15.4368
"3531",0.00144318
"3532",0.0013528
"3533",6.18768e-26
"3534",4.12825e-12
"3535",0
"3536",3.71736
"3537",0
"3538",0
"3539",0
"3540",2.40475
"3541",0
"3542",8.68229
"3543",0
"3544",0
"3545",0
"3546",0
"3547",0
"3548",0
"3549",0
"3550",1.74759
"3551",0
"3552",0
"3553",0
"3554",23.8835
"3555",3.47201e-07
"3556",32.3663
"3557",0
"3558",0
"3559",0
"3560",0
"3561",0
"3562",0
"3563",8.26425
"3564",7.46927
"3565",11.6345
"3566",7.01264
"3567",0
"3568",0
"3569",7.16722
"3570",0
"3571",0
"3572",4.23952
"3573",0.063851
"3574",5.17096
"3575",0
"3576",0
"3577",0
"3578",0
"3579",0
"3580",3.50427
"3581",0
"3582",1.11294
"3583",6.60299
"3584",0
"3585",0
"3586",0
"3587",0
"3588",0
"3589",5.73298
"3590",0
"3591",10.4717
"3592",12.3234
"3593",0
"3594",0
"3595",0
"3596",7.14319
"3597",4.18606
"3598",0
"3599",0
"3600",1.59762
"3601",7.20555
"3602",3.91009
"3603",1.62432
"3604",5.53774
"3605",4.34588
"3606",4.06589
"3607",4.41896
"3608",0
"3609",7.9753
"3610",0
"3611",0
"3612",4.04578
"3613",0
"3614",0
"3615",0
"3616",0
"3617",0
"3618",1.41191
"3619",3.00742
"3620",0
"3621",1.25849
"3622",0
"3623",0
"3624",0
"3625",1.7035
"3626",2.63018
"3627",8.98157
"3628",0
"3629",0
"3630",0
"3631",2.28085
"3632",3.53536
"3633",0
"3634",1.92956
"3635",2.00873
"3636",3.35149
"3637",0
"3638",2.5623
"3639",0
"3640",0
"3641",0
"3642",4.55127
"3643",60.166
"3644",0
"3645",1.85499
"3646",3.51407
"3647",2.47399
"3648",3.52964
"3649",0.9296
"3650",0.950845
"3651",0
"3652",0
"3653",10.0307
"3654",0
"3655",1.41191
"3656",21.8604
"3657",11.9654
"3658",0
"3659",2.54512
"3660",0
"3661",0
"3662",0
"3663",3.80204
"3664",5.59266
"3665",0
"3666",2.77298
"3667",8.60968
"3668",4.68783
"3669",5.76671
"3670",2.27434
"3671",8.83508
"3672",0
"3673",2.47983
"3674",0
"3675",6.71567
"3676",4.35715
"3677",4.23443
"3678",3.8498
"3679",0
"3680",3.29829
"3681",0
"3682",0
"3683",0
"3684",0
"3685",0
"3686",4.09725
"3687",0
"3688",0
"3689",1.23854
"3690",0
"3691",0
"3692",0
"3693",0
"3694",0
"3695",0
"3696",0
"3697",0
"3698",5.36033
"3699",33.4488
"3700",4.54349
"3701",0
"3702",4.47672
"3703",0
"3704",0
"3705",0
"3706",0
"3707",0
"3708",0
"3709",0
"3710",0
"3711",7.399
"3712",8.75268e-06
"3713",0
"3714",12.1779
"3715",0.000162525
"3716",0.00266221
"3717",4.6277
"3718",13.9405
"3719",0
"3720",6.20819
"3721",2.21368
"3722",4.20316
"3723",1.96284
"3724",0
"3725",0
"3726",0
"3727",0
"3728",4.86607
"3729",0
"3730",0
"3731",0
"3732",0
"3733",0.0158539
"3734",6.91101
"3735",1.8095
"3736",0
"3737",3.32028
"3738",0
"3739",0
"3740",1.85057
"3741",0
"3742",272.655
"3743",8.41854
"3744",0
"3745",0
"3746",0
"3747",0
"3748",0
"3749",0
"3750",0
"3751",9.54842
"3752",0
"3753",0
"3754",0
"3755",0
"3756",0
"3757",3.68127
"3758",0
"3759",2.13881
"3760",0
"3761",0
"3762",0
"3763",2.78266
"3764",0
"3765",0
"3766",11.9804
"3767",0.800855
"3768",0
"3769",0
"3770",1.44017
"3771",0
"3772",4.24856
"3773",17.6778
"3774",0
"3775",0
"3776",0
"3777",42.1882
"3778",0
"3779",2.18455
"3780",1.94084
"3781",0
"3782",0
"3783",0
"3784",2.86031
"3785",3.10436
"3786",0.29625
"3787",0.793536
"3788",0
"3789",8.48798
"3790",2.12602e-05
"3791",0
"3792",0
"3793",0
"3794",15.3605
"3795",0
"3796",5.50602
"3797",0
"3798",0
"3799",789.313
"3800",0
"3801",20.7697
"3802",0
"3803",0
"3804",0
"3805",0
"3806",1.44206
"3807",17.2061
"3808",0
"3809",0
"3810",0
"3811",0
"3812",0
"3813",0
"3814",0
"3815",6.73267
"3816",0.980148
"3817",0
"3818",0
"3819",0
"3820",0
"3821",0
"3822",0
"3823",32.8925
"3824",22.7419
"3825",3.20844
"3826",0
"3827",3.04922
"3828",1.31933
"3829",0
"3830",0
"3831",0
"3832",0
"3833",0
"3834",0
"3835",0
"3836",9.37096
"3837",278.41
"3838",5.85515
"3839",4.68759
"3840",2.62996
"3841",0
"3842",1.14624
"3843",0
"3844",2.64415
"3845",2.06991
"3846",3.06143
"3847",0
"3848",0
"3849",1.44783
"3850",1.24124
"3851",0
"3852",0
"3853",0
"3854",1.6138
"3855",6.21988
"3856",0
"3857",5.27253
"3858",5.00144
"3859",2.72252
"3860",1.71745
"3861",5.86113
"3862",0
"3863",0
"3864",0
"3865",0
"3866",1.52485
"3867",3.19301
"3868",4.57022
"3869",6.29649
"3870",0
"3871",0
"3872",2.79469
"3873",0
"3874",2.48113
"3875",2.6389
"3876",0
"3877",4.71382
"3878",0
