"","FPKM.liver.tablemaker"
"7738",2.27192
"7739",2.18809
"7740",12.3593
"7741",0
"7742",0
"7743",4.3607
"7744",0
"7745",14.6126
"7746",75.5605
"7747",0
"7748",0
"7749",0
"7750",3.4203
"7751",0
"7752",0
"7753",4.362
"7754",0
"7755",0
"7756",0
"7757",0
"7758",0
"7759",0
"7760",5.60474
"7761",3.5303
"7762",0
"7763",2.6364
"7764",0
"7765",0
"7766",2.6347
"7767",0
"7768",2.80637
"7769",0
"7770",0
"7771",6.5567
"7772",0
"7773",4.35452
"7774",5.15503
"7775",0
"7776",0
"7777",46.785
"7778",0
"7779",0
"7780",0
"7781",11.1579
"7782",0
"7783",2.39918
"7784",0
"7785",0
"7786",0
"7787",0
"7788",0
"7789",0
"7790",41.1796
"7791",93.3707
"7792",0
"7793",0
"7794",7.35848
"7795",7.66826
"7796",11.239
"7797",0
"7798",8.06652
"7799",4.53377
"7800",0
"7801",0
"7802",9.78096e-05
"7803",5.6515
"7804",0
"7805",6.93904
"7806",0
"7807",0
"7808",7.04815
"7809",94.8906
"7810",0
"7811",10.2022
"7812",17.3611
"7813",0
"7814",0
"7815",0
"7816",0
"7817",0
"7818",3.1966
"7819",0
"7820",0
"7821",0
"7822",3.48817
"7823",0
"7824",0
"7825",0
"7826",0
"7827",3.51429
"7828",16.7501
"7829",10.315
"7830",0
"7831",2.34214
"7832",0
"7833",0
"7834",0
"7835",0
"7836",4.84355
"7837",5.74673
"7838",0
"7839",238.89
"7840",3.43834
"7841",15.2391
"7842",0
"7843",0
"7844",0
"7845",2.34482
"7846",0
"7847",10.8278
"7848",4.96277
"7849",0
"7850",0
"7851",0
"7852",0
"7853",0
"7854",2.48887
"7855",0
"7856",0
"7857",2.36926
"7858",0
"7859",0
"7860",0
"7861",2.69367
"7862",33.245
"7863",5.39445
"7864",3.37037
"7865",0
"7866",0
"7867",18.0626
"7868",0
"7869",13.9143
"7870",0
"7871",0
"7872",0
"7873",0
"7874",1.63802
"7875",0
"7876",4.6444
"7877",0
"7878",0
"7879",6.71876
"7880",0
"7881",0
"7882",0
"7883",0
"7884",5.6984
"7885",4.19648
"7886",0
"7887",0
"7888",0
"7889",0
"7890",4.49147
"7891",2.04898
"7892",0
"7893",0
"7894",6.68525
"7895",0
"7896",0
"7897",0
"7898",8.1825
"7899",63.335
"7900",2.90808
"7901",0
"7902",6.0349
"7903",15.1731
"7904",1.99368e-05
"7905",1.91865e-05
"7906",0
"7907",0
"7908",0
"7909",0
"7910",0
"7911",0
"7912",0
"7913",0
"7914",0
"7915",0
"7916",0
"7917",0
"7918",0
"7919",0
"7920",0
"7921",0
"7922",7.35901
"7923",9.32983
"7924",0
"7925",0
"7926",24.291
"7927",3.81323
"7928",0
"7929",0
"7930",3.35804
"7931",0
"7932",10.6967
"7933",7.69821
"7934",0
"7935",0
"7936",0
"7937",0
"7938",0
"7939",0
"7940",3.98223
"7941",0
"7942",0
"7943",0
"7944",3.22314
"7945",28.081
"7946",0
"7947",0
"7948",0
"7949",0
"7950",0
"7951",1.74787
"7952",0
"7953",1.27869
"7954",0
"7955",0
"7956",0
"7957",0
"7958",0
"7959",4.68139
"7960",0
"7961",0
"7962",2.9143
"7963",0
"7964",0
"7965",0
"7966",0
"7967",0
"7968",11.9814
"7969",0
"7970",0
"7971",0
"7972",25.3687
"7973",12.7268
"7974",145.522
"7975",7.34527
"7976",5.0388
"7977",169.767
"7978",2.37752
"7979",5.2762
"7980",0
"7981",0
"7982",0
"7983",9.18415
"7984",0
"7985",0
"7986",1.7214
"7987",4.52104
"7988",0
"7989",53.8792
"7990",0
"7991",1.45202
"7992",0
"7993",0
"7994",0
"7995",5.65118
"7996",84.4737
"7997",0
"7998",14.0355
"7999",5.5742
"8000",0
"8001",3.34557
"8002",0
"8003",2.15132
"8004",13.6816
"8005",111.169
"8006",19.5033
"8007",1.00586e-06
"8008",0
"8009",0
"8010",3.90807
"8011",0
"8012",0
"8013",0
"8014",0
"8015",2.6347
"8016",0
"8017",0
"8018",0
"8019",0
"8020",0
"8021",0
"8022",0
"8023",68.838
"8024",0
"8025",1.37216
"8026",0
"8027",0
"8028",5.08286
"8029",0
"8030",0
"8031",0
"8032",5.44078
"8033",20.3821
"8034",0
"8035",0
"8036",0
"8037",5.33467
"8038",0
"8039",0
"8040",0
"8041",2.26688
"8042",0
"8043",0
"8044",0
"8045",0
"8046",0
"8047",0
"8048",7.29291
"8049",0
"8050",26.6238
"8051",3.8026
"8052",0
"8053",0
"8054",3.75563
"8055",6.18399
"8056",4.76906
"8057",0
"8058",0
"8059",2.27444
"8060",2.49646
"8061",0
"8062",7.98358
"8063",0
"8064",2.7572
"8065",0
"8066",15.233
"8067",5.3839
"8068",1.89873
"8069",2.68484
"8070",1.36804
"8071",0
"8072",3.57671
"8073",0
"8074",0
"8075",9.16399
"8076",7.44849
"8077",0
"8078",0
"8079",136.088
"8080",4.43152e-06
"8081",13.4126
"8082",0
"8083",0
"8084",0
"8085",0
"8086",0
"8087",0
"8088",8.27416
"8089",0
"8090",0
"8091",5.39061
"8092",0
"8093",0
"8094",0
"8095",0
"8096",0
"8097",0
"8098",43.0138
"8099",6.29485
"8100",10.7812
"8101",0
"8102",11.7265
"8103",2.051
"8104",26.1679
"8105",16.7349
"8106",4.31599
"8107",0
"8108",2.88349
"8109",0
"8110",0
"8111",4.0633
"8112",5.31361
"8113",0
"8114",2.17877
"8115",2.19278
"8116",6.65848
"8117",0
"8118",0
"8119",10.1331
"8120",0.203704
"8121",0
"8122",0
"8123",0
"8124",0
"8125",0
"8126",0
"8127",4.79045
"8128",66.6376
"8129",1.47558
"8130",0
"8131",0
"8132",4.58179
"8133",0
"8134",0
"8135",5.56661
"8136",0
"8137",1.78446
"8138",2.56218
"8139",0
"8140",0
"8141",2.9331
"8142",2.87337
"8143",5.90394
"8144",0
"8145",0
"8146",0
"8147",0
"8148",0
"8149",4.57155
"8150",2.77598
"8151",6.3984
"8152",4.88667
"8153",21.0619
"8154",38.8905
"8155",25.3661
"8156",0
"8157",28.415
"8158",0
"8159",0
"8160",0
"8161",0
"8162",0
"8163",0
"8164",0
"8165",0
"8166",0
"8167",0
"8168",0
"8169",4.43801
"8170",0
"8171",3.98611
"8172",7.03044
"8173",2.81409
"8174",0
"8175",5.69475
"8176",2.85931
"8177",5687.63
"8178",0
"8179",0
"8180",10.5183
"8181",0
"8182",0
"8183",0
"8184",4.16047
"8185",0
"8186",0
"8187",0
"8188",4.58179
"8189",0
"8190",3.9879
"8191",0
"8192",0
"8193",3.2016
"8194",0
"8195",0
"8196",7.60564
"8197",3.9879
"8198",1.67696
"8199",5.11471
"8200",9.69609
"8201",18.4786
"8202",2.39008
"8203",0
"8204",0
"8205",0
"8206",197.04
"8207",0
"8208",2.22256
"8209",29.9183
"8210",2.64756
"8211",0
"8212",0
"8213",5.64121
"8214",83.7252
"8215",0
"8216",4.18789
"8217",0
"8218",62.0418
"8219",0
"8220",0
"8221",0
"8222",13.2133
"8223",0
"8224",27.2177
"8225",12.9585
"8226",0
"8227",6.33873
"8228",1.76521
"8229",1.2422
"8230",0
"8231",0
"8232",0
"8233",0
"8234",0
"8235",0
"8236",0
"8237",0
"8238",7.9758
"8239",0
"8240",0
"8241",0
"8242",7.8912
"8243",4.57687
"8244",0
"8245",0
"8246",0
"8247",3.14272
"8248",0
"8249",9.38452
"8250",1.02578e-05
"8251",0
"8252",3.09271
"8253",6.07937
"8254",8.23299
"8255",6.38668
"8256",0
"8257",2.71332
"8258",0
"8259",0
"8260",0
"8261",0
"8262",9.99195
"8263",8.80851
"8264",13.6117
"8265",6.64274e-05
"8266",0
"8267",0
"8268",0
"8269",0
"8270",12.0336
"8271",3.86729
"8272",0
"8273",23.758
"8274",0.0037992
"8275",2.14902
"8276",0
"8277",0.670644
"8278",0.706258
"8279",0.703215
"8280",8.53113e-06
"8281",0
"8282",0
"8283",2.75164
"8284",0
"8285",0
"8286",6.82507
"8287",8.1015
"8288",1.62827
"8289",0
"8290",0
"8291",0
"8292",0
"8293",0
"8294",0
"8295",0
"8296",0
"8297",0
"8298",0
"8299",0
"8300",0
"8301",0
"8302",9.94187
"8303",31.473
"8304",0
"8305",0
"8306",0
"8307",0
"8308",0
"8309",0
"8310",0
"8311",2.39702
"8312",0
"8313",0
"8314",0
"8315",0
"8316",13.459
"8317",0
"8318",0
"8319",2.44866
"8320",7.55284
"8321",0
"8322",2.45601
"8323",0
"8324",0
"8325",0
"8326",0
"8327",1.37493
"8328",0
"8329",0
"8330",0
"8331",5.48116
"8332",0
"8333",0
"8334",0
"8335",16.8018
"8336",0
"8337",0
"8338",3.54474
"8339",0
"8340",0
"8341",2.13668
"8342",14.8651
"8343",1.60714
"8344",5.36263
"8345",4.35736
"8346",0
"8347",1.91921
"8348",0
"8349",0
"8350",50.6978
"8351",10.4541
"8352",0
"8353",0
"8354",0
"8355",0
"8356",0
"8357",0
"8358",0
"8359",0.87912
"8360",0.900747
"8361",2.44135
"8362",2.6604
"8363",31.2909
"8364",0
"8365",38.2494
"8366",2.75457
"8367",36.5332
"8368",1.61442e-05
"8369",0
"8370",16.2326
"8371",0
"8372",0
"8373",180.196
"8374",6.3775
"8375",6.20851
"8376",4.66027
"8377",0
"8378",7.72019
"8379",0
"8380",0
"8381",2.71332
"8382",11.3337
"8383",0
"8384",0
"8385",11.5911
"8386",3.26689
"8387",2.8268
"8388",7.14406
"8389",27.0915
"8390",0
"8391",0
"8392",0
"8393",0
"8394",3.18664
"8395",2.33279
"8396",0
"8397",0
"8398",0
"8399",0
"8400",0
"8401",2.11788
"8402",2.25191
"8403",0
"8404",7.92943
"8405",0
"8406",0
"8407",0
"8408",20.6782
"8409",18.3837
"8410",56.2978
"8411",9.33075
"8412",0
"8413",2.12447
"8414",3.7436
"8415",0
"8416",2.15128
"8417",2.0097
"8418",2.82965
"8419",0
"8420",0
"8421",0
"8422",0
"8423",0
"8424",38.1459
"8425",0
"8426",9.76402
"8427",1.39556
"8428",1.63802
"8429",14.4244
"8430",59.4852
"8431",0
"8432",52.1516
"8433",0
"8434",0
"8435",9.15886
"8436",40.2715
"8437",10.5765
"8438",0
"8439",5.80939
"8440",10.4378
"8441",0
"8442",3.35122
"8443",0
"8444",0
"8445",5.23208
"8446",1.55818
"8447",0
"8448",5.41917
"8449",0
"8450",5.37315
"8451",4.60101e-05
"8452",0
"8453",24.3788
"8454",0
"8455",0
"8456",2.25439
"8457",14.5875
"8458",2.65867
"8459",5.11471
"8460",0
"8461",0
"8462",2.8006
"8463",0
"8464",44.425
"8465",2.82574
"8466",2.95427
"8467",0
"8468",32.1178
"8469",0
"8470",0
"8471",0
"8472",0
"8473",0
"8474",4.57176
"8475",0
"8476",1138.81
"8477",879.728
"8478",65.9772
"8479",0
"8480",52.8943
"8481",9.27112
"8482",9.74617e-06
"8483",0
"8484",0
"8485",0
"8486",0
"8487",7.72728
"8488",0
"8489",18.9361
"8490",302.559
"8491",0
"8492",4.48143
"8493",0
"8494",0
"8495",8.10214
"8496",1.50599
"8497",0
"8498",0
"8499",2.88349
"8500",0
"8501",2.49799
"8502",2.74007
"8503",3.41824
"8504",0
"8505",0
"8506",0
"8507",0
"8508",0
"8509",0
"8510",0
"8511",0
"8512",0
"8513",3.38711
"8514",1.57923
"8515",50.9875
"8516",0
"8517",0
"8518",0
"8519",1.9058
"8520",10.0282
"8521",0
"8522",0
"8523",0
"8524",7.94128
"8525",0
"8526",0
"8527",0
"8528",0
"8529",2.07282
"8530",3.30916
"8531",0
"8532",0
"8533",0
"8534",0
"8535",0
"8536",0
"8537",0
"8538",0
"8539",0
"8540",2.1753
"8541",0
"8542",0
"8543",140.74
"8544",11.8079
"8545",0
"8546",0
"8547",0
"8548",0
"8549",5.19884
"8550",0
"8551",0
"8552",0
"8553",0
"8554",1.34378
"8555",44.6637
"8556",0
"8557",1.68524
"8558",0
"8559",0
"8560",0
"8561",0
"8562",0
"8563",20.7332
"8564",0
"8565",0
"8566",0
"8567",0
"8568",0
"8569",0
"8570",1.39604
"8571",0
"8572",0
"8573",0
"8574",0
"8575",0
"8576",9.51517
"8577",9.88287
"8578",0
"8579",3.21554
"8580",0
"8581",6.85319
"8582",0
"8583",30.8814
"8584",0
"8585",0
"8586",14.7955
"8587",0
"8588",0
"8589",11.1589
"8590",11.1332
"8591",0
"8592",0
"8593",4.18592
"8594",7.47103
"8595",6.27537e-05
"8596",6.48392e-05
"8597",0
"8598",0
"8599",0
"8600",0
"8601",0
"8602",0
"8603",0
"8604",0
"8605",0
"8606",5.23878
"8607",0
"8608",0
"8609",19.3838
"8610",0
"8611",0
"8612",0
"8613",0
"8614",0
"8615",173.228
"8616",6.26114
"8617",0
"8618",0
"8619",6.7409
"8620",0
"8621",0
"8622",0
"8623",21.0446
"8624",0
"8625",0
"8626",9.80003
"8627",11.0586
"8628",7.86844
"8629",1.44842
"8630",0
"8631",0
"8632",0
"8633",12.1632
"8634",29.9182
"8635",10.4642
"8636",12.3221
"8637",0
"8638",380.211
"8639",12.8936
"8640",7.43929
"8641",0
"8642",0
"8643",0
"8644",0
"8645",8.34947
"8646",10.7676
"8647",4.9268
"8648",75.6788
"8649",5.65118
"8650",0
"8651",0
"8652",0
"8653",60.6188
"8654",18.7516
"8655",15.5239
"8656",8.41255
"8657",0
"8658",0
"8659",3.87844
"8660",0
"8661",0
"8662",0
"8663",7.30593
"8664",5.17727
"8665",1.67421
"8666",0
"8667",3.22695
"8668",2.20108
"8669",0
"8670",0
"8671",0.960523
"8672",3.6729
"8673",0
"8674",0
"8675",0
"8676",146.44
"8677",66.894
"8678",6.2471e-06
"8679",8.19417e-07
"8680",4.32512
"8681",11.5829
"8682",25.5908
"8683",0
"8684",0
"8685",4.58456
"8686",0
"8687",0
"8688",0
"8689",4.9594
"8690",0
"8691",0
"8692",3.12102
"8693",0
"8694",0
"8695",0
"8696",6.2997
"8697",453.91
"8698",0.000214722
"8699",18.5409
"8700",0
"8701",142.996
"8702",24.1599
"8703",24.7954
"8704",0
"8705",0
"8706",0
"8707",0
"8708",43.1324
"8709",2.23959
"8710",215.332
"8711",7.68375
"8712",0
"8713",0
"8714",76.8706
"8715",102.429
"8716",149.318
"8717",0
"8718",0
"8719",0
"8720",0
"8721",3.06951
"8722",3.99
"8723",0
"8724",57.7172
"8725",23.5984
"8726",23.6931
"8727",154.502
"8728",0
"8729",39.778
"8730",23.8326
"8731",0
"8732",5.71431
"8733",7.54908
"8734",1.94845
"8735",0
"8736",1.13693
"8737",0
"8738",5.12103
"8739",0
"8740",0
"8741",0
"8742",7.54853
"8743",0
"8744",0
"8745",0
"8746",21.1321
"8747",0
"8748",0
"8749",2.89573
"8750",1.3791
"8751",1.72179
"8752",0
"8753",11.8599
"8754",0
"8755",0
"8756",0
"8757",0
"8758",0
"8759",0
"8760",0
"8761",0
"8762",0.000289621
"8763",3.8867
"8764",16.3206
"8765",2.07761
"8766",0.00015421
"8767",9.83552
"8768",3.68946
"8769",0
"8770",0
"8771",0
"8772",0
"8773",0
"8774",7.69711
"8775",0
"8776",0
"8777",14.1824
"8778",7.55391
"8779",0
"8780",69.8301
"8781",0
"8782",7.9141
"8783",0
"8784",19.9395
"8785",0
"8786",0
"8787",0
"8788",6.09749
"8789",0
"8790",0
"8791",0
"8792",0
"8793",0
"8794",0
"8795",0
"8796",0
"8797",0
"8798",0
"8799",0
"8800",0
"8801",0
"8802",0
"8803",55.4951
"8804",14.534
"8805",8.7047
"8806",0
"8807",0
"8808",227.304
"8809",0
"8810",0
"8811",9.34055
"8812",33.8062
"8813",9.81084
"8814",20.7562
"8815",0
"8816",0
"8817",0
"8818",0
"8819",0
"8820",0
"8821",0
"8822",0
"8823",12.0105
"8824",2600.59
"8825",3332.63
"8826",216.696
"8827",0
"8828",589.412
"8829",30.4141
"8830",0
